transaction_datetime,category,account,amount,currency,note,is_virtual,is_ignored
2016-06-26 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-06-26 00:00:00,增肥,One,-145.00,TWD,Scone,False,False
2016-06-27 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-06-27 00:00:00,增肥,One,-100.00,TWD,牛肉麵,False,False
2016-06-27 00:00:00,增肥,One,-25.00,TWD,,False,False
2016-06-28 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-06-28 00:00:00,增肥,One,-25.00,TWD,餅乾,False,False
2016-06-28 00:00:00,增肥,One,-120.00,TWD,牛肉麵,False,False
2016-06-28 00:00:00,增肥,One,-125.00,TWD,宵夜,False,False
2016-06-29 00:00:00,增肥,One,-120.00,TWD,中餐拉麵,False,False
2016-06-29 00:00:00,苦口,One,-190.00,TWD,鼻子藥,False,False
2016-06-29 00:00:00,一起,One,-45.00,TWD,宜蘭停車費,False,False
2016-06-29 00:00:00,增肥,One,-100.00,TWD,,False,False
2016-06-30 00:00:00,增肥,One,-80.00,TWD,中餐,False,False
2016-06-30 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-07-01 00:00:00,增肥,One,-45.00,TWD,早餐,False,False
2016-07-01 00:00:00,增肥,One,-30.00,TWD,中餐,False,False
2016-07-02 00:00:00,一起,One,-150.00,TWD,計程車,False,False
2016-07-02 00:00:00,補給,One,1200.00,TWD,Musee 餐錢蒐集現金,False,False
2016-07-02 00:00:00,增肥,One,-700.00,TWD,7/1 燒烤補錢給 Emma,False,False
2016-07-03 00:00:00,一起,One,-150.00,TWD,停車費,False,False
2016-07-03 00:00:00,增肥,One,-160.00,TWD,麥當勞,False,False
2016-07-03 00:00:00,遮羞,One,-428.00,TWD,剪頭髮,False,False
2016-07-04 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-07-04 00:00:00,增肥,One,-433.00,TWD,豬排晚餐,False,False
2016-07-05 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-07-06 00:00:00,補給,One,8000.00,TWD,媽媽補助高鐵&租車,False,False
2016-07-06 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-07-07 00:00:00,一起,One,-3699.00,TWD,行車記錄器,False,False
2016-07-07 00:00:00,汽車,One,-60.00,TWD,車鑰匙電池,False,False
2016-07-07 00:00:00,增肥,One,-90.00,TWD,珍珠奶茶,False,False
2016-07-07 00:00:00,增肥,One,-180.00,TWD,爆米花飲料吉拿棒,False,False
2016-07-08 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-07-08 00:00:00,增肥,One,-98.00,TWD,711,False,False
2016-07-09 00:00:00,增肥,One,-250.00,TWD,Beer,False,False
2016-07-09 00:00:00,增肥,One,-100.00,TWD,白砂糖*5,False,False
2016-07-09 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-07-09 00:00:00,增肥,One,-120.00,TWD,宵夜,False,False
2016-07-10 00:00:00,增肥,One,-200.00,TWD,早餐,False,False
2016-07-10 00:00:00,增肥,One,-140.00,TWD,,False,False
2016-07-11 00:00:00,增肥,One,-110.00,TWD,中餐,False,False
2016-07-12 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-07-12 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-07-13 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-07-13 00:00:00,增肥,One,-200.00,TWD,晚餐,False,False
2016-07-13 00:00:00,增肥,One,-50.00,TWD,,False,False
2016-07-14 00:00:00,增肥,One,-285.00,TWD,中餐,False,False
2016-07-14 00:00:00,增肥,One,-450.00,TWD,晚餐,False,False
2016-07-15 00:00:00,增肥,One,-95.00,TWD,中餐,False,False
2016-07-15 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-07-16 00:00:00,增肥,One,-320.00,TWD,晚餐,False,False
2016-07-16 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-07-17 00:00:00,增肥,One,-179.00,TWD,Subway,False,False
2016-07-17 00:00:00,補給,One,3000.00,TWD,補助金,False,False
2016-07-19 00:00:00,增肥,One,-121.00,TWD,麥當勞,False,False
2016-07-19 00:00:00,增肥,One,-220.00,TWD,牛排,False,False
2016-07-20 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-07-20 00:00:00,增肥,One,-140.00,TWD,可口豬腳,False,False
2016-07-21 00:00:00,增肥,One,-230.00,TWD,晚餐,False,False
2016-07-21 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-07-22 00:00:00,增肥,One,-90.00,TWD,中餐,False,False
2016-07-23 00:00:00,補給,One,1500.00,TWD,From Dad,False,False
2016-07-24 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-07-25 00:00:00,增肥,One,-100.00,TWD,牛肉麵,False,False
2016-07-25 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-07-26 00:00:00,補給,One,600.00,TWD,晚餐補助,False,False
2016-07-26 00:00:00,增肥,One,-75.00,TWD,中餐,False,False
2016-07-26 00:00:00,增肥,One,-25.00,TWD,飲料,False,False
2016-07-26 00:00:00,一起,One,-40.00,TWD,停車費,False,False
2016-07-26 00:00:00,增肥,One,-230.00,TWD,晚餐,False,False
2016-07-27 00:00:00,增肥,One,-65.00,TWD,鹹酥雞,False,False
2016-07-27 00:00:00,增肥,One,-10.00,TWD,Fin,False,False
2016-07-27 00:00:00,增肥,One,-60.00,TWD,餛飩麵,False,False
2016-07-27 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-07-27 00:00:00,增肥,One,-65.00,TWD,早餐,False,False
2016-07-27 00:00:00,增肥,One,-39.00,TWD,美麗果,False,False
2016-07-28 00:00:00,一起,One,-25.00,TWD,,False,False
2016-07-28 00:00:00,增肥,One,-25.00,TWD,早餐,False,False
2016-07-28 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-07-28 00:00:00,增肥,One,-105.00,TWD,晚餐,False,False
2016-07-28 00:00:00,一起,One,-25.00,TWD,,False,False
2016-07-28 00:00:00,增肥,One,-50.00,TWD,Come buy,False,False
2016-07-29 00:00:00,增肥,One,-68.00,TWD,早餐,False,False
2016-07-29 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-07-30 00:00:00,增肥,One,-160.00,TWD,燒烤,False,False
2016-07-30 00:00:00,增肥,One,-80.00,TWD,冰,False,False
2016-07-30 00:00:00,增肥,One,-80.00,TWD,臭豆腐，大腸麵線,False,False
2016-07-30 00:00:00,一起,One,-60.00,TWD,停車費,False,False
2016-07-30 00:00:00,增肥,One,-370.00,TWD,麥當勞,False,False
2016-07-30 00:00:00,增肥,One,-400.00,TWD,啤酒,False,False
2016-07-30 00:00:00,增肥,One,-66.00,TWD,早餐,False,False
2016-07-31 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-08-01 00:00:00,該死,One,-2500.00,TWD,Cigarettes,False,False
2016-08-02 00:00:00,增肥,One,-110.00,TWD,牛肉麵,False,False
2016-08-02 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-08-02 00:00:00,增肥,One,-135.00,TWD,宵夜,False,False
2016-08-03 00:00:00,增肥,One,-35.00,TWD,Beer,False,False
2016-08-03 00:00:00,苦口,One,-40.00,TWD,,False,False
2016-08-03 00:00:00,苦口,One,-150.00,TWD,,False,False
2016-08-03 00:00:00,增肥,One,-125.00,TWD,中餐,False,False
2016-08-03 00:00:00,增肥,One,-50.00,TWD,飲料,False,False
2016-08-03 00:00:00,增肥,One,-89.00,TWD,Subway,False,False
2016-08-04 00:00:00,增肥,One,-89.00,TWD,Subway,False,False
2016-08-04 00:00:00,增肥,One,-91.00,TWD,早午餐,False,False
2016-08-04 00:00:00,頭暈,One,-438.00,TWD,剪頭髮,False,False
2016-08-04 00:00:00,增肥,One,-60.00,TWD,白砂糖,False,False
2016-08-05 00:00:00,增肥,One,-179.00,TWD,Subway,False,False
2016-08-06 00:00:00,增肥,One,-55.00,TWD,,False,False
2016-08-06 00:00:00,增肥,One,-800.00,TWD,清粥小菜,False,False
2016-08-07 00:00:00,該死,One,-250.00,TWD,門票,False,False
2016-08-07 00:00:00,增肥,One,-140.00,TWD,早餐,False,False
2016-08-07 00:00:00,增肥,One,-145.00,TWD,中餐,False,False
2016-08-07 00:00:00,增肥,One,-1300.00,TWD,酒錢，宜蘭錢，餐費,False,False
2016-08-07 00:00:00,增肥,One,-50.00,TWD,,False,False
2016-08-07 00:00:00,一起,One,-105.00,TWD,停車費,False,False
2016-08-08 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-08-08 00:00:00,增肥,One,-131.00,TWD,早餐,False,False
2016-08-09 00:00:00,增肥,One,-35.00,TWD,早餐,False,False
2016-08-09 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-08-10 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-08-10 00:00:00,增肥,One,-379.00,TWD,KFC,False,False
2016-08-10 00:00:00,增肥,One,-28.00,TWD,,False,False
2016-08-11 00:00:00,該死,One,-1800.00,TWD,Cigarettes,False,False
2016-08-12 00:00:00,補給,One,100.00,TWD,From Emma,False,False
2016-08-12 00:00:00,補給,One,350.00,TWD,,False,False
2016-08-13 00:00:00,增肥,One,-165.00,TWD,,False,False
2016-08-13 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-08-14 00:00:00,增肥,One,-100.00,TWD,白砂糖,False,False
2016-08-14 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-08-15 00:00:00,增肥,One,-100.00,TWD,中餐,False,False
2016-08-15 00:00:00,增肥,One,-89.00,TWD,Subway,False,False
2016-08-16 00:00:00,增肥,One,-100.00,TWD,早餐,False,False
2016-08-16 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-08-16 00:00:00,增肥,One,-110.00,TWD,鹹酥雞,False,False
2016-08-17 00:00:00,增肥,One,-220.00,TWD,,False,False
2016-08-17 00:00:00,增肥,One,-500.00,TWD,水餃,False,False
2016-08-18 00:00:00,增肥,One,-100.00,TWD,晚餐,False,False
2016-08-18 00:00:00,汽車,One,-1900.00,TWD,違規停車,False,False
2016-08-19 00:00:00,增肥,One,-131.00,TWD,早餐,False,False
2016-08-19 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-08-19 00:00:00,補給,One,50.00,TWD,From 家斌,False,False
2016-08-20 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-08-21 00:00:00,增肥,One,-235.00,TWD,早餐,False,False
2016-08-21 00:00:00,增肥,One,-560.00,TWD,晚餐牛排,False,False
2016-08-22 00:00:00,增肥,One,-131.00,TWD,早餐,False,False
2016-08-23 00:00:00,增肥,One,-209.00,TWD,Subway,False,False
2016-08-24 00:00:00,增肥,One,-100.00,TWD,,False,False
2016-08-24 00:00:00,增肥,One,-100.00,TWD,早餐,False,False
2016-08-24 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-08-25 00:00:00,增肥,One,-28.00,TWD,,False,False
2016-08-25 00:00:00,增肥,One,-138.00,TWD,,False,False
2016-08-26 00:00:00,增肥,One,-90.00,TWD,晚餐,False,False
2016-08-26 00:00:00,增肥,One,-65.00,TWD,早餐,False,False
2016-08-27 00:00:00,增肥,One,-163.00,TWD,早餐,False,False
2016-08-30 00:00:00,增肥,One,-95.00,TWD,晚餐,False,False
2016-08-30 00:00:00,增肥,One,-75.00,TWD,中餐,False,False
2016-08-31 00:00:00,一起,One,-180.00,TWD,內胎,False,False
2016-08-31 00:00:00,增肥,One,-150.00,TWD,晚餐,False,False
2016-09-01 00:00:00,增肥,One,-40.00,TWD,,False,False
2016-09-01 00:00:00,增肥,One,-70.00,TWD,中餐,False,False
2016-09-01 00:00:00,一起,One,-10.00,TWD,停車費,False,False
2016-09-01 00:00:00,補給,One,200.00,TWD,From Emma,False,False
2016-09-01 00:00:00,增肥,One,-155.00,TWD,,False,False
2016-09-02 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-09-03 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-09-03 00:00:00,增肥,One,-250.00,TWD,五十嵐,False,False
2016-09-03 00:00:00,帳單,One,-1000.00,TWD,千涵婚禮禮金,False,False
2016-09-04 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-09-04 00:00:00,帳單,One,-90.00,TWD,置物櫃,False,False
2016-09-04 00:00:00,增肥,One,-80.00,TWD,中餐,False,False
2016-09-05 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-09-05 00:00:00,增肥,One,-62.00,TWD,Smith&Hsu,False,False
2016-09-06 00:00:00,增肥,One,-99.00,TWD,Subway,False,False
2016-09-06 00:00:00,增肥,One,-100.00,TWD,牛肉麵,False,False
2016-09-09 00:00:00,增肥,One,-100.00,TWD,早餐,False,False
2016-09-09 00:00:00,增肥,One,-250.00,TWD,,False,False
2016-09-09 00:00:00,增肥,One,-85.00,TWD,,False,False
2016-09-10 00:00:00,增肥,One,-70.00,TWD,中餐,False,False
2016-09-11 00:00:00,遮羞,One,-438.00,TWD,剪頭髮,False,False
2016-09-11 00:00:00,增肥,One,-201.00,TWD,,False,False
2016-09-11 00:00:00,補給,One,50.00,TWD,,False,False
2016-09-11 00:00:00,汽車,One,-850.00,TWD,電瓶,False,False
2016-09-11 00:00:00,汽車,One,-100.00,TWD,內襯,False,False
2016-09-11 00:00:00,增肥,One,-65.00,TWD,,False,False
2016-09-12 00:00:00,增肥,One,-95.00,TWD,,False,False
2016-09-13 00:00:00,增肥,One,-95.00,TWD,晚餐,False,False
2016-09-14 00:00:00,增肥,One,-90.00,TWD,,False,False
2016-09-16 00:00:00,增肥,One,-78.00,TWD,,False,False
2016-09-17 00:00:00,遮羞,One,-1400.00,TWD,Timberland,False,False
2016-09-18 00:00:00,增肥,One,-540.00,TWD,晚餐,False,False
2016-09-18 00:00:00,補給,One,400.00,TWD,From Emma,False,False
2016-09-19 00:00:00,增肥,One,-105.00,TWD,豬腳便當,False,False
2016-09-21 00:00:00,增肥,One,-40.00,TWD,早餐,False,False
2016-09-23 00:00:00,增肥,One,-200.00,TWD,,False,False
2016-09-24 00:00:00,苦口,One,-190.00,TWD,,False,False
2016-09-24 00:00:00,增肥,One,-105.00,TWD,,False,False
2016-09-24 00:00:00,遮羞,One,-1000.00,TWD,改衣服,False,False
2016-09-25 00:00:00,增肥,One,-280.00,TWD,小公館咖啡,False,False
2016-09-26 00:00:00,增肥,One,-91.00,TWD,中餐,False,False
2016-09-26 00:00:00,增肥,One,-265.00,TWD,晚餐,False,False
2016-09-28 00:00:00,一起,One,-500.00,TWD,eTag,False,False
2016-09-28 00:00:00,增肥,One,-23.00,TWD,,False,False
2016-09-28 00:00:00,帳單,One,-247.00,TWD,,False,False
2016-09-28 00:00:00,增肥,One,-300.00,TWD,茶水攤,False,False
2016-09-28 00:00:00,該死,One,-1200.00,TWD,KTV,False,False
2016-09-28 00:00:00,補給,One,600.00,TWD,Emma KTV,False,False
2016-09-28 00:00:00,增肥,One,-450.00,TWD,中餐,False,False
2016-09-28 00:00:00,補給,One,200.00,TWD,Emma 中餐,False,False
2016-09-29 00:00:00,增肥,One,-75.00,TWD,,False,False
2016-09-29 00:00:00,增肥,One,-100.00,TWD,,False,False
2016-09-30 00:00:00,增肥,One,-140.00,TWD,,False,False
2016-09-30 00:00:00,遮羞,One,-2000.00,TWD,送洗衣物，從媽媽的8w扣,False,False
2016-10-01 00:00:00,增肥,One,-65.00,TWD,士林馬鈴薯,False,False
2016-10-01 00:00:00,增肥,One,-230.00,TWD,晚餐,False,False
2016-10-02 00:00:00,增肥,One,-440.00,TWD,早餐加晚餐,False,False
2016-10-03 00:00:00,增肥,One,-70.00,TWD,中餐,False,False
2016-10-03 00:00:00,增肥,One,-25.00,TWD,飲料,False,False
2016-10-05 00:00:00,增肥,One,-180.00,TWD,中餐,False,False
2016-10-05 00:00:00,增肥,One,-65.00,TWD,宵夜,False,False
2016-10-05 00:00:00,帳單,One,-500.00,TWD,貨車運費,False,False
2016-10-06 00:00:00,增肥,One,-75.00,TWD,中餐,False,False
2016-10-06 00:00:00,增肥,One,-125.00,TWD,小籠包,False,False
2016-10-06 00:00:00,增肥,One,-49.00,TWD,,False,False
2016-10-07 00:00:00,增肥,One,-75.00,TWD,,False,False
2016-10-07 00:00:00,補給,One,500.00,TWD,補給運費,False,False
2016-10-08 00:00:00,增肥,One,-240.00,TWD,小公館,False,False
2016-10-10 00:00:00,增肥,One,-110.00,TWD,牛肉麵,False,False
2016-10-11 00:00:00,增肥,One,-119.00,TWD,麥噹噹,False,False
2016-10-11 00:00:00,增肥,One,-100.00,TWD,,False,False
2016-10-12 00:00:00,增肥,One,-50.00,TWD,麥噹噹,False,False
2016-10-12 00:00:00,該死,One,-700.00,TWD,Cigarettes,False,False
2016-10-13 00:00:00,增肥,One,-140.00,TWD,,False,False
2016-10-13 00:00:00,增肥,One,-55.00,TWD,麥噹噹,False,False
2016-10-13 00:00:00,遮羞,One,-438.00,TWD,剪頭髮,False,False
2016-10-14 00:00:00,增肥,One,-270.00,TWD,燒烤,False,False
2016-10-14 00:00:00,增肥,One,-40.00,TWD,仙草蜜,False,False
2016-10-14 00:00:00,汽車,One,-5850.00,TWD,鈑金,False,False
2016-10-14 00:00:00,增肥,One,-30.00,TWD,品客,False,False
2016-10-14 00:00:00,增肥,One,-20.00,TWD,麥茶,False,False
2016-10-15 00:00:00,補給,One,160.00,TWD,,False,False
2016-10-15 00:00:00,補給,One,200.00,TWD,,False,False
2016-10-15 00:00:00,增肥,One,-438.00,TWD,早餐,False,False
2016-10-15 00:00:00,增肥,One,-150.00,TWD,創咖啡,False,False
2016-10-15 00:00:00,增肥,One,-395.00,TWD,燒烤,False,False
2016-10-15 00:00:00,增肥,One,-50.00,TWD,地瓜球,False,False
2016-10-15 00:00:00,增肥,One,-50.00,TWD,紅茶牛奶,False,False
2016-10-15 00:00:00,補給,One,450.00,TWD,From Emma,False,False
2016-10-16 00:00:00,增肥,One,-100.00,TWD,中餐,False,False
2016-10-16 00:00:00,增肥,One,-610.00,TWD,晚餐,False,False
2016-10-16 00:00:00,增肥,One,-38.00,TWD,森永牛奶,False,False
2016-10-17 00:00:00,增肥,One,-40.00,TWD,早餐,False,False
2016-10-17 00:00:00,增肥,One,-305.00,TWD,晚餐,False,False
2016-10-17 00:00:00,補給,One,200.00,TWD,From Emma,False,False
2016-10-17 00:00:00,增肥,One,-145.00,TWD,下午咖啡,False,False
2016-10-17 00:00:00,補給,One,3000.00,TWD,From Mom,False,False
2016-10-18 00:00:00,增肥,One,-105.00,TWD,陳三鼎,False,False
2016-10-19 00:00:00,增肥,One,-100.00,TWD,牛肉麵,False,False
2016-10-19 00:00:00,增肥,One,-40.00,TWD,肉圓,False,False
2016-10-19 00:00:00,增肥,One,-180.00,TWD,雞絲飯,False,False
2016-10-19 00:00:00,增肥,One,-100.00,TWD,麻糬,False,False
2016-10-20 00:00:00,增肥,One,-179.00,TWD,麥噹噹,False,False
2016-10-21 00:00:00,增肥,One,-100.00,TWD,早餐,False,False
2016-10-21 00:00:00,增肥,One,-120.00,TWD,,False,False
2016-10-23 00:00:00,增肥,One,-120.00,TWD,早餐,False,False
2016-10-24 00:00:00,增肥,One,-198.00,TWD,咖啡,False,False
2016-10-24 00:00:00,增肥,One,-80.00,TWD,中餐,False,False
2016-10-25 00:00:00,增肥,One,-110.00,TWD,牛肉麵,False,False
2016-10-25 00:00:00,增肥,One,-199.00,TWD,蛋糕,False,False
2016-10-26 00:00:00,增肥,One,-50.00,TWD,餛飩麵,False,False
2016-10-26 00:00:00,增肥,One,-160.00,TWD,麥噹噹,False,False
2016-10-27 00:00:00,增肥,One,-120.00,TWD,牛肉麵,False,False
2016-10-27 00:00:00,增肥,One,-30.00,TWD,白飯,False,False
2016-10-28 00:00:00,增肥,One,-179.00,TWD,麥噹噹,False,False
2016-10-28 00:00:00,汽暖,One,-70.00,TWD,,False,False
2016-10-29 00:00:00,增肥,One,-170.00,TWD,,False,False
2016-10-29 00:00:00,該死,One,-95.00,TWD,Cigarettes,False,False
2016-10-30 00:00:00,增肥,One,-109.00,TWD,Costco 牛肉捲+飲料,False,False
2016-10-30 00:00:00,增肥,One,-1401.00,TWD,Costco 牛肉+咖哩粉+衛生紙,False,False
2016-10-31 00:00:00,增肥,One,-131.00,TWD,麥噹噹,False,False
2016-10-31 00:00:00,頭暈,One,-260.00,TWD,牙齒美白,False,False
2016-11-01 00:00:00,增肥,One,-50.00,TWD,雙Q奶茶,False,False
2016-11-01 00:00:00,增肥,One,-240.00,TWD,火鍋,False,False
2016-11-01 00:00:00,補給,One,1000.00,TWD,From Emma,False,False
2016-11-02 00:00:00,增肥,One,-117.00,TWD,早餐,False,False
2016-11-02 00:00:00,增肥,One,-250.00,TWD,晚餐,False,False
2016-11-02 00:00:00,增肥,One,-62.00,TWD,,False,False
2016-11-03 00:00:00,增肥,One,-226.00,TWD,,False,False
2016-11-03 00:00:00,增肥,One,-90.00,TWD,晚餐,False,False
2016-11-03 00:00:00,補給,One,65.00,TWD,別人補我錢,False,False
2016-11-04 00:00:00,增肥,One,-179.00,TWD,麥噹噹,False,False
2016-11-05 00:00:00,苦口,One,-240.00,TWD,拿過敏藥,False,False
2016-11-05 00:00:00,增肥,One,-105.00,TWD,早餐,False,False
2016-11-05 00:00:00,補給,One,250.00,TWD,,False,False
2016-11-05 00:00:00,增肥,One,-200.00,TWD,微笑的魚,False,False
2016-11-06 00:00:00,汽車,One,-120.00,TWD,洗車,False,False
2016-11-06 00:00:00,增肥,One,-75.00,TWD,,False,False
2016-11-07 00:00:00,帳單,One,-150.00,TWD,PP板,False,False
2016-11-07 00:00:00,增肥,One,-140.00,TWD,麥噹噹,False,False
2016-11-08 00:00:00,增肥,One,-55.00,TWD,咖啡,False,False
2016-11-09 00:00:00,增肥,One,-86.00,TWD,中餐,False,False
2016-11-09 00:00:00,增肥,One,-160.00,TWD,,False,False
2016-11-09 00:00:00,遮羞,One,-438.00,TWD,,False,False
2016-11-10 00:00:00,增肥,One,-290.00,TWD,,False,False
2016-11-10 00:00:00,補給,One,300.00,TWD,,False,False
2016-11-11 00:00:00,增肥,One,-28.00,TWD,,False,False
2016-11-11 00:00:00,增肥,One,-110.00,TWD,燒烤,False,False
2016-11-11 00:00:00,增肥,One,-60.00,TWD,啤酒,False,False
2016-11-12 00:00:00,補給,One,1000.00,TWD,,False,False
2016-11-14 00:00:00,增肥,One,-130.00,TWD,麥噹噹,False,False
2016-11-14 00:00:00,增肥,One,-180.00,TWD,餛飩麵,False,False
2016-11-16 00:00:00,增肥,One,-110.00,TWD,早餐,False,False
2016-11-16 00:00:00,增肥,One,-240.00,TWD,,False,False
2016-11-17 00:00:00,增肥,One,-38.00,TWD,,False,False
2016-11-17 00:00:00,增肥,One,-110.00,TWD,,False,False
2016-11-18 00:00:00,增肥,One,-420.00,TWD,諾貝爾,False,False
2016-11-19 00:00:00,苦口,One,-240.00,TWD,,False,False
2016-11-19 00:00:00,增肥,One,-578.00,TWD,早餐,False,False
2016-11-19 00:00:00,補給,One,250.00,TWD,,False,False
2016-11-20 00:00:00,汽車,One,-70.00,TWD,洗車,False,False
2016-11-20 00:00:00,增肥,One,-65.00,TWD,,False,False
2016-11-21 00:00:00,補給,One,100.00,TWD,,False,False
2016-11-21 00:00:00,增肥,One,-100.00,TWD,,False,False
2016-11-22 00:00:00,增肥,One,-575.00,TWD,,False,False
2016-11-22 00:00:00,增肥,One,-70.00,TWD,,False,False
2016-11-22 00:00:00,補給,One,500.00,TWD,,False,False
2016-11-24 00:00:00,汽車,One,-1206.00,TWD,罰單,False,False
2016-11-24 00:00:00,增肥,One,-110.00,TWD,,False,False
2016-11-24 00:00:00,增肥,One,-390.00,TWD,Mos Burger,False,False
2016-11-25 00:00:00,增肥,One,-70.00,TWD,,False,False
2016-11-26 00:00:00,該死,One,-200.00,TWD,,False,False
2016-11-28 00:00:00,增肥,One,-814.00,TWD,,False,False
2016-11-28 00:00:00,增肥,One,-98.00,TWD,麥噹噹,False,False
2016-11-29 00:00:00,增肥,One,-98.00,TWD,,False,False
2016-11-29 00:00:00,增肥,One,-90.00,TWD,,False,False
2016-11-29 00:00:00,增肥,One,-52.00,TWD,,False,False
2016-11-30 00:00:00,補給,One,2000.00,TWD,,False,False
2016-12-01 00:00:00,增肥,One,-105.00,TWD,,False,False
